"Población de 16 y más años ocupada de la C.A. de Euskadi por ámbitos territoriales, rama de actividad y periodo"

"ámbitos territoriales";"rama de actividad";"periodo";Población de 16 y más años ocupada de la C.A. de Euskadi
"Arratzua-Ubarrundia";"Intermediación financiera";"1996";6
"Arratzua-Ubarrundia";"Intermediación financiera";"2001";7
"Arratzua-Ubarrundia";"Intermediación financiera";"2006";13
"Arratzua-Ubarrundia";"Intermediación financiera";"2011";9
"Arratzua-Ubarrundia";"Intermediación financiera";"2016";6
"Arratzua-Ubarrundia";"Alquiler, inmobiliarias y servicios a empresas";"1996";12
"Arratzua-Ubarrundia";"Alquiler, inmobiliarias y servicios a empresas";"2001";20
"Arratzua-Ubarrundia";"Alquiler, inmobiliarias y servicios a empresas";"2006";48
"Arratzua-Ubarrundia";"Alquiler, inmobiliarias y servicios a empresas";"2011";45
"Arratzua-Ubarrundia";"Alquiler, inmobiliarias y servicios a empresas";"2016";77
"Arratzua-Ubarrundia";"Administración pública";"1996";28
"Arratzua-Ubarrundia";"Administración pública";"2001";24
"Arratzua-Ubarrundia";"Administración pública";"2006";28
"Arratzua-Ubarrundia";"Administración pública";"2011";30
"Arratzua-Ubarrundia";"Administración pública";"2016";41
"Arratzua-Ubarrundia";"Educación";"1996";14
"Arratzua-Ubarrundia";"Educación";"2001";22
"Arratzua-Ubarrundia";"Educación";"2006";27
"Arratzua-Ubarrundia";"Educación";"2011";34
"Arratzua-Ubarrundia";"Educación";"2016";33
"Arratzua-Ubarrundia";"Actividades sanitarias y veterinarias;servicios sociales";"1996";16
"Arratzua-Ubarrundia";"Actividades sanitarias y veterinarias;servicios sociales";"2001";24
"Arratzua-Ubarrundia";"Actividades sanitarias y veterinarias;servicios sociales";"2006";46
"Arratzua-Ubarrundia";"Actividades sanitarias y veterinarias;servicios sociales";"2011";56
"Arratzua-Ubarrundia";"Actividades sanitarias y veterinarias;servicios sociales";"2016";52
"Arratzua-Ubarrundia";"Otras actividades sociales y servicios personales";"1996";13
"Arratzua-Ubarrundia";"Otras actividades sociales y servicios personales";"2001";10
"Arratzua-Ubarrundia";"Otras actividades sociales y servicios personales";"2006";16
"Arratzua-Ubarrundia";"Otras actividades sociales y servicios personales";"2011";13
"Arratzua-Ubarrundia";"Otras actividades sociales y servicios personales";"2016";18
"Arratzua-Ubarrundia";"Hogares que emplean personal doméstico";"1996";0
"Arratzua-Ubarrundia";"Hogares que emplean personal doméstico";"2001";4
"Arratzua-Ubarrundia";"Hogares que emplean personal doméstico";"2006";3
"Arratzua-Ubarrundia";"Hogares que emplean personal doméstico";"2011";1
"Arratzua-Ubarrundia";"Hogares que emplean personal doméstico";"2016";3
"Arratzua-Ubarrundia";"Organismos extraterritoriales";"1996";0
"Arratzua-Ubarrundia";"Organismos extraterritoriales";"2001";0
"Arratzua-Ubarrundia";"Organismos extraterritoriales";"2006";0
"Arratzua-Ubarrundia";"Organismos extraterritoriales";"2011";0
"Arratzua-Ubarrundia";"Organismos extraterritoriales";"2016";0
"Arrieta";"Total";"1996";173
"Arrieta";"Total";"2001";179
"Arrieta";"Total";"2006";247
"Arrieta";"Total";"2011";255
"Arrieta";"Total";"2016";259
"Arrieta";"Agricultura, ganadería, caza, silvicultura";"1996";35
"Arrieta";"Agricultura, ganadería, caza, silvicultura";"2001";9
"Arrieta";"Agricultura, ganadería, caza, silvicultura";"2006";13
"Arrieta";"Agricultura, ganadería, caza, silvicultura";"2011";16
"Arrieta";"Agricultura, ganadería, caza, silvicultura";"2016";17
"Arrieta";"Pesca, acuicultura";"1996";2
"Arrieta";"Pesca, acuicultura";"2001";1
"Arrieta";"Pesca, acuicultura";"2006";1
"Arrieta";"Pesca, acuicultura";"2011";0
"Arrieta";"Pesca, acuicultura";"2016";0
"Arrieta";"Industrias extractivas";"1996";0
"Arrieta";"Industrias extractivas";"2001";0
"Arrieta";"Industrias extractivas";"2006";0
"Arrieta";"Industrias extractivas";"2011";0
"Arrieta";"Industrias extractivas";"2016";0
"Arrieta";"Industria manufacturera";"1996";38
"Arrieta";"Industria manufacturera";"2001";38
"Arrieta";"Industria manufacturera";"2006";52
"Arrieta";"Industria manufacturera";"2011";35
"Arrieta";"Industria manufacturera";"2016";35
"Arrieta";"Producción y distribución de energía electrica, gas y agua";"1996";1
"Arrieta";"Producción y distribución de energía electrica, gas y agua";"2001";0
"Arrieta";"Producción y distribución de energía electrica, gas y agua";"2006";0
"Arrieta";"Producción y distribución de energía electrica, gas y agua";"2011";1
"Arrieta";"Producción y distribución de energía electrica, gas y agua";"2016";1
"Arrieta";"Construcción";"1996";10
"Arrieta";"Construcción";"2001";16
"Arrieta";"Construcción";"2006";23
"Arrieta";"Construcción";"2011";21
"Arrieta";"Construcción";"2016";17
"Arrieta";"Comercio y reparación";"1996";23
"Arrieta";"Comercio y reparación";"2001";30
"Arrieta";"Comercio y reparación";"2006";36
"Arrieta";"Comercio y reparación";"2011";34
"Arrieta";"Comercio y reparación";"2016";25
"Arrieta";"Hostelería";"1996";6
"Arrieta";"Hostelería";"2001";7
"Arrieta";"Hostelería";"2006";7
"Arrieta";"Hostelería";"2011";6
"Arrieta";"Hostelería";"2016";11
"Arrieta";"Transporte, almacenamiento y comunicaciones";"1996";7
"Arrieta";"Transporte, almacenamiento y comunicaciones";"2001";8
"Arrieta";"Transporte, almacenamiento y comunicaciones";"2006";10
"Arrieta";"Transporte, almacenamiento y comunicaciones";"2011";12
"Arrieta";"Transporte, almacenamiento y comunicaciones";"2016";12
"Arrieta";"Intermediación financiera";"1996";2
"Arrieta";"Intermediación financiera";"2001";3
"Arrieta";"Intermediación financiera";"2006";9
"Arrieta";"Intermediación financiera";"2011";4
"Arrieta";"Intermediación financiera";"2016";3
"Arrieta";"Alquiler, inmobiliarias y servicios a empresas";"1996";4
"Arrieta";"Alquiler, inmobiliarias y servicios a empresas";"2001";11
"Arrieta";"Alquiler, inmobiliarias y servicios a empresas";"2006";19
"Arrieta";"Alquiler, inmobiliarias y servicios a empresas";"2011";26
"Arrieta";"Alquiler, inmobiliarias y servicios a empresas";"2016";28
"Arrieta";"Administración pública";"1996";18
"Arrieta";"Administración pública";"2001";20
"Arrieta";"Administración pública";"2006";28
"Arrieta";"Administración pública";"2011";30
"Arrieta";"Administración pública";"2016";31
"Arrieta";"Educación";"1996";11
"Arrieta";"Educación";"2001";17
"Arrieta";"Educación";"2006";25
"Arrieta";"Educación";"2011";38
"Arrieta";"Educación";"2016";43
"Arrieta";"Actividades sanitarias y veterinarias;servicios sociales";"1996";5
"Arrieta";"Actividades sanitarias y veterinarias;servicios sociales";"2001";13
"Arrieta";"Actividades sanitarias y veterinarias;servicios sociales";"2006";13
"Arrieta";"Actividades sanitarias y veterinarias;servicios sociales";"2011";20
"Arrieta";"Actividades sanitarias y veterinarias;servicios sociales";"2016";22
"Arrieta";"Otras actividades sociales y servicios personales";"1996";9
"Arrieta";"Otras actividades sociales y servicios personales";"2001";3
"Arrieta";"Otras actividades sociales y servicios personales";"2006";9
"Arrieta";"Otras actividades sociales y servicios personales";"2011";9
"Arrieta";"Otras actividades sociales y servicios personales";"2016";12
"Arrieta";"Hogares que emplean personal doméstico";"1996";2
"Arrieta";"Hogares que emplean personal doméstico";"2001";3
"Arrieta";"Hogares que emplean personal doméstico";"2006";2
"Arrieta";"Hogares que emplean personal doméstico";"2011";3
"Arrieta";"Hogares que emplean personal doméstico";"2016";2
"Arrieta";"Organismos extraterritoriales";"1996";0
"Arrieta";"Organismos extraterritoriales";"2001";0
"Arrieta";"Organismos extraterritoriales";"2006";0
"Arrieta";"Organismos extraterritoriales";"2011";0
"Arrieta";"Organismos extraterritoriales";"2016";0
"Arrigorriaga";"Total";"1996";3278
"Arrigorriaga";"Total";"2001";4772
"Arrigorriaga";"Total";"2006";5809
"Arrigorriaga";"Total";"2011";5271
"Arrigorriaga";"Total";"2016";5266
"Arrigorriaga";"Agricultura, ganadería, caza, silvicultura";"1996";13
"Arrigorriaga";"Agricultura, ganadería, caza, silvicultura";"2001";21
"Arrigorriaga";"Agricultura, ganadería, caza, silvicultura";"2006";22
"Arrigorriaga";"Agricultura, ganadería, caza, silvicultura";"2011";18
"Arrigorriaga";"Agricultura, ganadería, caza, silvicultura";"2016";13
"Arrigorriaga";"Pesca, acuicultura";"1996";3
"Arrigorriaga";"Pesca, acuicultura";"2001";2
"Arrigorriaga";"Pesca, acuicultura";"2006";3
"Arrigorriaga";"Pesca, acuicultura";"2011";1
"Arrigorriaga";"Pesca, acuicultura";"2016";0
"Arrigorriaga";"Industrias extractivas";"1996";4
"Arrigorriaga";"Industrias extractivas";"2001";3
"Arrigorriaga";"Industrias extractivas";"2006";2
"Arrigorriaga";"Industrias extractivas";"2011";1
"Arrigorriaga";"Industrias extractivas";"2016";0
"Arrigorriaga";"Industria manufacturera";"1996";947
"Arrigorriaga";"Industria manufacturera";"2001";1081
"Arrigorriaga";"Industria manufacturera";"2006";1166
"Arrigorriaga";"Industria manufacturera";"2011";855
"Arrigorriaga";"Industria manufacturera";"2016";819
"Arrigorriaga";"Producción y distribución de energía electrica, gas y agua";"1996";52
"Arrigorriaga";"Producción y distribución de energía electrica, gas y agua";"2001";54
"Arrigorriaga";"Producción y distribución de energía electrica, gas y agua";"2006";38
"Arrigorriaga";"Producción y distribución de energía electrica, gas y agua";"2011";47
"Arrigorriaga";"Producción y distribución de energía electrica, gas y agua";"2016";41
"Arrigorriaga";"Construcción";"1996";304
"Arrigorriaga";"Construcción";"2001";509
"Arrigorriaga";"Construcción";"2006";693
"Arrigorriaga";"Construcción";"2011";516
"Arrigorriaga";"Construcción";"2016";372
"Arrigorriaga";"Comercio y reparación";"1996";480
"Arrigorriaga";"Comercio y reparación";"2001";742
"Arrigorriaga";"Comercio y reparación";"2006";962
"Arrigorriaga";"Comercio y reparación";"2011";896
"Arrigorriaga";"Comercio y reparación";"2016";847
"Arrigorriaga";"Hostelería";"1996";156
"Arrigorriaga";"Hostelería";"2001";278
"Arrigorriaga";"Hostelería";"2006";360
"Arrigorriaga";"Hostelería";"2011";391
"Arrigorriaga";"Hostelería";"2016";430
"Arrigorriaga";"Transporte, almacenamiento y comunicaciones";"1996";270
"Arrigorriaga";"Transporte, almacenamiento y comunicaciones";"2001";390
"Arrigorriaga";"Transporte, almacenamiento y comunicaciones";"2006";402
"Arrigorriaga";"Transporte, almacenamiento y comunicaciones";"2011";445
"Arrigorriaga";"Transporte, almacenamiento y comunicaciones";"2016";410
"Arrigorriaga";"Intermediación financiera";"1996";87
"Arrigorriaga";"Intermediación financiera";"2001";103
"Arrigorriaga";"Intermediación financiera";"2006";112
"Arrigorriaga";"Intermediación financiera";"2011";99
"Arrigorriaga";"Intermediación financiera";"2016";98
"Arrigorriaga";"Alquiler, inmobiliarias y servicios a empresas";"1996";274
"Arrigorriaga";"Alquiler, inmobiliarias y servicios a empresas";"2001";410
"Arrigorriaga";"Alquiler, inmobiliarias y servicios a empresas";"2006";724
"Arrigorriaga";"Alquiler, inmobiliarias y servicios a empresas";"2011";667
"Arrigorriaga";"Alquiler, inmobiliarias y servicios a empresas";"2016";709
"Arrigorriaga";"Administración pública";"1996";234
"Arrigorriaga";"Administración pública";"2001";323
"Arrigorriaga";"Administración pública";"2006";304
"Arrigorriaga";"Administración pública";"2011";298
"Arrigorriaga";"Administración pública";"2016";309
"Arrigorriaga";"Educación";"1996";183
"Arrigorriaga";"Educación";"2001";306
"Arrigorriaga";"Educación";"2006";313
"Arrigorriaga";"Educación";"2011";338
"Arrigorriaga";"Educación";"2016";383
"Arrigorriaga";"Actividades sanitarias y veterinarias;servicios sociales";"1996";155
"Arrigorriaga";"Actividades sanitarias y veterinarias;servicios sociales";"2001";266
"Arrigorriaga";"Actividades sanitarias y veterinarias;servicios sociales";"2006";373
"Arrigorriaga";"Actividades sanitarias y veterinarias;servicios sociales";"2011";429
"Arrigorriaga";"Actividades sanitarias y veterinarias;servicios sociales";"2016";465
"Arrigorriaga";"Otras actividades sociales y servicios personales";"1996";99
"Arrigorriaga";"Otras actividades sociales y servicios personales";"2001";141
"Arrigorriaga";"Otras actividades sociales y servicios personales";"2006";262
"Arrigorriaga";"Otras actividades sociales y servicios personales";"2011";202
"Arrigorriaga";"Otras actividades sociales y servicios personales";"2016";213
"Arrigorriaga";"Hogares que emplean personal doméstico";"1996";15
"Arrigorriaga";"Hogares que emplean personal doméstico";"2001";141
"Arrigorriaga";"Hogares que emplean personal doméstico";"2006";73
"Arrigorriaga";"Hogares que emplean personal doméstico";"2011";68
"Arrigorriaga";"Hogares que emplean personal doméstico";"2016";157
"Arrigorriaga";"Organismos extraterritoriales";"1996";2
"Arrigorriaga";"Organismos extraterritoriales";"2001";2
"Arrigorriaga";"Organismos extraterritoriales";"2006";0
"Arrigorriaga";"Organismos extraterritoriales";"2011";0
"Arrigorriaga";"Organismos extraterritoriales";"2016";0
"Artea";"Total";"1996";215
"Artea";"Total";"2001";291
"Artea";"Total";"2006";324
"Artea";"Total";"2011";318
"Artea";"Total";"2016";303
"Artea";"Agricultura, ganadería, caza, silvicultura";"1996";12
"Artea";"Agricultura, ganadería, caza, silvicultura";"2001";21
"Artea";"Agricultura, ganadería, caza, silvicultura";"2006";9
"Artea";"Agricultura, ganadería, caza, silvicultura";"2011";9
"Artea";"Agricultura, ganadería, caza, silvicultura";"2016";6
"Artea";"Pesca, acuicultura";"1996";1
"Artea";"Pesca, acuicultura";"2001";1
"Artea";"Pesca, acuicultura";"2006";0
"Artea";"Pesca, acuicultura";"2011";0
"Artea";"Pesca, acuicultura";"2016";0
"Artea";"Industrias extractivas";"1996";1
"Artea";"Industrias extractivas";"2001";1
"Artea";"Industrias extractivas";"2006";1
"Artea";"Industrias extractivas";"2011";1
"Artea";"Industrias extractivas";"2016";0
"Artea";"Industria manufacturera";"1996";61
"Artea";"Industria manufacturera";"2001";79
"Artea";"Industria manufacturera";"2006";78
"Artea";"Industria manufacturera";"2011";60
"Artea";"Industria manufacturera";"2016";75
"Artea";"Producción y distribución de energía electrica, gas y agua";"1996";1
"Artea";"Producción y distribución de energía electrica, gas y agua";"2001";1
"Artea";"Producción y distribución de energía electrica, gas y agua";"2006";1
"Artea";"Producción y distribución de energía electrica, gas y agua";"2011";1
"Artea";"Producción y distribución de energía electrica, gas y agua";"2016";3
"Artea";"Construcción";"1996";6
"Artea";"Construcción";"2001";10
"Artea";"Construcción";"2006";20
"Artea";"Construcción";"2011";22
"Artea";"Construcción";"2016";15
"Artea";"Comercio y reparación";"1996";20
"Artea";"Comercio y reparación";"2001";28
"Artea";"Comercio y reparación";"2006";45
"Artea";"Comercio y reparación";"2011";28
"Artea";"Comercio y reparación";"2016";22
"Artea";"Hostelería";"1996";13
"Artea";"Hostelería";"2001";16
"Artea";"Hostelería";"2006";15
"Artea";"Hostelería";"2011";21
"Artea";"Hostelería";"2016";22
"Artea";"Transporte, almacenamiento y comunicaciones";"1996";15
"Artea";"Transporte, almacenamiento y comunicaciones";"2001";22
"Artea";"Transporte, almacenamiento y comunicaciones";"2006";21
"Artea";"Transporte, almacenamiento y comunicaciones";"2011";26
"Artea";"Transporte, almacenamiento y comunicaciones";"2016";13
"Artea";"Intermediación financiera";"1996";6
"Artea";"Intermediación financiera";"2001";8
"Artea";"Intermediación financiera";"2006";6
"Artea";"Intermediación financiera";"2011";13
"Artea";"Intermediación financiera";"2016";11
"Artea";"Alquiler, inmobiliarias y servicios a empresas";"1996";6
"Artea";"Alquiler, inmobiliarias y servicios a empresas";"2001";13
"Artea";"Alquiler, inmobiliarias y servicios a empresas";"2006";32
"Artea";"Alquiler, inmobiliarias y servicios a empresas";"2011";24
"Artea";"Alquiler, inmobiliarias y servicios a empresas";"2016";22
"Artea";"Administración pública";"1996";25
"Artea";"Administración pública";"2001";30
"Artea";"Administración pública";"2006";28
"Artea";"Administración pública";"2011";22
"Artea";"Administración pública";"2016";23
"Artea";"Educación";"1996";26
"Artea";"Educación";"2001";35
"Artea";"Educación";"2006";33
"Artea";"Educación";"2011";43
"Artea";"Educación";"2016";45
"Artea";"Actividades sanitarias y veterinarias;servicios sociales";"1996";11
"Artea";"Actividades sanitarias y veterinarias;servicios sociales";"2001";16
"Artea";"Actividades sanitarias y veterinarias;servicios sociales";"2006";20
"Artea";"Actividades sanitarias y veterinarias;servicios sociales";"2011";32
"Artea";"Actividades sanitarias y veterinarias;servicios sociales";"2016";30
"Artea";"Otras actividades sociales y servicios personales";"1996";10
"Artea";"Otras actividades sociales y servicios personales";"2001";6
"Artea";"Otras actividades sociales y servicios personales";"2006";13
"Artea";"Otras actividades sociales y servicios personales";"2011";14
"Artea";"Otras actividades sociales y servicios personales";"2016";10
